Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
Q99547	comp79159_c0_seq2	199	68	83	56	94	109
Q9H0R1	comp79160_c0_seq21	447	183	293	132	354	264
Q03154	comp79162_c0_seq75	721	301	383	209	606	475
Q6Q759	comp79165_c0_seq1	762	315	514	221	483	451
Q5T7M9	comp79167_c0_seq4	164	82	98	61	113	93
Q9Y5L4	comp79170_c0_seq1	229	96	175	114	227	200
Q12788	comp79177_c0_seq2	470	155	254	86	217	157
Q96NH3	comp79183_c0_seq5	223	107	146	35	100	60
Q92535	comp79185_c1_seq9	467	231	313	134	310	228
O00488	comp79187_c0_seq2	357	189	216	132	313	200
P40938	comp79189_c0_seq4	404	155	247	98	389	251
Q96N66	comp79192_c0_seq1	186	116	146	55	98	77
Q8N442	comp79193_c0_seq1	132	47	63	10	41	31
Q6NUQ1	comp79195_c0_seq1	148	40	78	35	83	72
P07919	comp79196_c2_seq5	525	204	245	252	577	546
Q6ZVT0	comp79199_c0_seq6	279	106	124	68	167	157
Q8TAD4	comp79202_c0_seq1	200	96	127	59	127	98
Q8IXS8	comp79202_c1_seq2	153	54	72	35	92	65
Q9Y6J9	comp79203_c0_seq11	168	56	78	39	97	72
Q7Z5J8	comp79210_c0_seq1	163	73	105	69	150	114
Q96N23	comp79213_c0_seq2	488	191	310	121	286	240
Q86U38	comp79214_c0_seq9	200	61	113	42	153	117
Q7Z7K6	comp79219_c0_seq31	270	104	163	88	199	173
Q9UHI6	comp79221_c0_seq13	84	16	49	11	58	41
Q9UPT9	comp79228_c0_seq1	205	56	114	45	109	103
Q96D05	comp79231_c0_seq2	438	164	261	134	347	348
P49588	comp79237_c1_seq7	1756	715	940	383	662	573
Q9NRY5	comp79238_c0_seq2	498	102	120	48	103	109
Q8N5D0	comp79248_c0_seq2	265	139	174	104	232	188
P33527	comp79255_c0_seq2	737	396	430	199	379	236
Q9Y6W3	comp79262_c0_seq5	245	114	111	40	122	77
Q9H0I2	comp79262_c1_seq2	112	68	88	46	100	85
P55011	comp79266_c0_seq12	696	263	314	118	216	174
Q9P0S3	comp79269_c0_seq7	543	317	445	197	458	348
O95425	comp79272_c0_seq1	1350	535	1070	337	653	516
Q2Y0W8	comp79275_c0_seq1	2178	1280	1828	743	2059	1477
Q96AD5	comp79286_c0_seq1	2350	1002	1732	96	282	209
Q9BZH6	comp79291_c1_seq2	472	228	299	169	266	183
Q9NR09	comp79293_c1_seq3	981	418	535	182	445	341
O95835	comp79294_c0_seq4	424	280	318	302	623	530
Q9NRN9	comp79295_c1_seq1	141	54	85	76	154	148
O15042	comp79297_c2_seq22	2404	1161	1409	518	1297	856
O14678	comp79299_c0_seq18	226	120	147	64	141	86
Q6QNY1	comp79300_c0_seq2	356	138	213	119	230	202
Q8IV35	comp79300_c1_seq4	300	107	197	54	163	147
O95876	comp79303_c0_seq11	295	117	195	71	206	140
Q5FYB1	comp79309_c0_seq3	3202	1510	1849	908	2190	1654
P24386	comp79310_c0_seq2	335	125	178	104	184	154
O43583	comp79313_c1_seq11	658	303	419	234	464	441
Q9NXX6	comp79319_c0_seq2	256	62	129	55	127	130
O60293	comp79320_c0_seq1	528	330	321	148	301	233
Q9UHC1	comp79321_c1_seq1	134	49	95	47	91	81
Q9P275	comp79323_c0_seq1	647	292	396	233	480	485
Q24JQ0	comp79325_c0_seq14	202	92	125	44	104	90
P23381	comp79330_c0_seq1	566	181	302	144	315	283
Q8IV01	comp79338_c0_seq2	197	88	119	53	136	131
Q99758	comp79346_c0_seq5	1507	716	809	375	630	527
O76071	comp79347_c0_seq16	348	112	188	85	240	181
Q5T9S5	comp79353_c0_seq1	379	130	234	104	217	210
Q96Q45	comp79356_c1_seq1	225	123	133	42	114	80
P24928	comp79358_c0_seq6	2067	795	1188	344	761	426
Q96CG8	comp79362_c1_seq5	927	501	514	82	301	188
Q8WZA2	comp79364_c0_seq16	138	68	80	11	39	26
Q9BZG8	comp79365_c0_seq11	278	151	220	95	190	154
O14662	comp79366_c0_seq12	680	253	315	114	344	217
P04062	comp79373_c0_seq16	1104	546	729	415	911	663
Q96MD7	comp79373_c2_seq1	567	286	381	171	372	328
O43175	comp79374_c0_seq3	477	121	202	125	283	284
Q8IY82	comp79375_c0_seq1	250	79	117	62	149	135
P22570	comp79376_c0_seq3	280	91	127	55	152	114
O75569	comp79384_c2_seq4	118	56	73	25	59	42
O95999	comp79387_c2_seq5	1245	774	918	404	824	659
Q9NZJ5	comp79389_c0_seq2	643	265	309	102	227	171
Q9BYC9	comp79397_c0_seq1	314	169	191	116	188	185
B2RC85	comp79397_c1_seq3	170	83	144	89	197	179
Q5BJH7	comp79397_c2_seq1	492	238	255	117	235	181
P24844	comp79402_c0_seq1	3398	1646	2009	1109	2482	2080
Q9BUH6	comp79402_c1_seq2	289	146	184	104	224	143
Q9H2M9	comp79403_c0_seq1	568	219	256	94	291	171
O94822	comp79408_c0_seq2	357	171	232	89	209	173
P52789	comp79419_c0_seq1	580	219	455	645	1863	1550
Q9H4K1	comp79419_c2_seq7	472	219	286	140	351	328
Q16706	comp79422_c0_seq2	1419	713	907	371	608	478
Q99489	comp79424_c1_seq9	547	312	382	129	253	179
Q7Z6Z7	comp79430_c0_seq1	4500	1758	2210	946	2308	1568
O75037	comp79435_c2_seq1	1197	387	590	300	698	492
O14980	comp79441_c0_seq2	737	353	450	167	371	291
O95251	comp79442_c0_seq6	173	81	122	61	127	103
O75448	comp79444_c0_seq4	274	120	134	77	147	115
O14717	comp79445_c0_seq1	307	132	154	76	188	149
Q13322	comp79447_c0_seq2	219	112	136	40	118	104
Q9NP87	comp79449_c0_seq1	157	66	92	41	100	54
O95427	comp79451_c0_seq5	87	31	55	22	54	45
Q9Y3B2	comp79452_c0_seq2	1727	587	1098	413	1070	778
Q92888	comp79463_c0_seq7	1440	707	960	338	800	505
Q93074	comp79468_c1_seq2	696	306	385	111	148	68
O95071	comp79470_c0_seq1	2861	1213	1435	450	1216	1050
P05455	comp79470_c1_seq1	819	269	406	210	426	453
Q969Q6	comp79471_c0_seq6	558	158	277	108	343	302
P27169	comp79474_c0_seq1	530	264	325	249	357	266
Q86UW6	comp79479_c0_seq1	498	178	251	43	138	117
Q9ULQ1	comp79483_c0_seq6	302	122	165	55	138	95
A2RUB6	comp79486_c5_seq2	377	127	182	67	179	175
O15431	comp79487_c0_seq1	1006	541	627	302	757	587
Q9NRA2	comp79487_c7_seq8	727	402	489	208	378	333
Q8N2E2	comp79488_c0_seq1	1070	524	693	130	410	211
P54855	comp79490_c0_seq4	340	172	318	108	154	140
Q9NXL6	comp79491_c1_seq4	315	143	207	54	136	92
O43909	comp79496_c0_seq2	244	69	104	41	99	83
P16152	comp79498_c1_seq7	1080	392	531	246	598	552
Q8NB37	comp79498_c2_seq1	61	24	30	10	25	16
Q5JRA6	comp79500_c0_seq2	1222	272	568	197	417	586
Q14554	comp79503_c1_seq2	686	251	302	185	363	335
Q15386	comp79505_c0_seq2	388	200	243	97	189	144
P48147	comp79509_c0_seq10	909	424	468	266	543	379
Q9BY42	comp79509_c1_seq1	475	232	327	187	441	397
Q6YHU6	comp79514_c0_seq18	223	138	140	72	103	85
Q8N9F7	comp79515_c0_seq3	308	92	146	62	154	195
P82663	comp79517_c0_seq28	513	175	254	119	328	276
Q9NVH0	comp79520_c0_seq1	344	154	221	123	272	228
O14656	comp79520_c1_seq1	170	99	127	92	165	142
Q8WVP7	comp79526_c0_seq10	357	172	224	88	262	186
Q9UQ07	comp79529_c0_seq15	416	221	382	202	489	391
Q7Z402	comp79530_c0_seq4	67	31	43	10	35	18
Q8TAP6	comp79531_c0_seq3	88	47	51	28	69	43
Q330K2	comp79532_c0_seq1	196	71	121	48	131	73
Q6ZW61	comp79545_c0_seq4	94	45	55	20	57	49
Q9C091	comp79552_c1_seq1	877	466	624	183	410	297
O60294	comp79553_c0_seq6	370	161	193	63	233	136
P82251	comp79560_c0_seq3	432	213	346	587	902	626
Q9NQC7	comp79565_c1_seq1	1026	455	575	231	625	466
Q32M84	comp79568_c0_seq4	103	63	95	25	73	58
Q9UKN8	comp79572_c1_seq4	169	97	125	33	119	86
O00442	comp79576_c0_seq1	463	202	259	111	250	215
Q5RHP9	comp79582_c0_seq1	1130	367	652	278	946	872
Q13796	comp79584_c0_seq3	890	460	579	244	481	299
P16591	comp79585_c0_seq1	679	305	402	173	454	328
P17844	comp79588_c1_seq2	7308	4438	5645	3548	7035	4092
Q96AY4	comp79594_c0_seq7	397	218	334	205	449	399
Q9UBS9	comp79595_c0_seq5	2062	782	1137	194	407	295
Q8N7B6	comp79596_c0_seq2	356	213	262	180	281	204
Q7L9B9	comp79599_c0_seq6	177	60	84	35	129	80
O75582	comp79608_c0_seq28	373	212	278	72	209	157
Q06136	comp79608_c2_seq1	167	83	106	64	167	112
P51693	comp79609_c0_seq1	10168	5593	7834	2997	7248	5295
Q96GE4	comp79614_c0_seq10	350	164	194	145	206	160
Q8NBV4	comp79618_c0_seq1	74	27	50	28	61	52
Q5T1C6	comp79628_c0_seq16	236	103	148	59	183	166
P19021	comp79635_c0_seq2	1150	716	991	197	438	276
Q8NAT2	comp79638_c0_seq6	412	157	229	94	217	132
P26232	comp79639_c0_seq7	9632	3761	5376	2479	4869	3814
P56192	comp79640_c0_seq12	3518	1304	1721	122	316	219
P63279	comp79641_c1_seq9	3653	2517	2911	1304	2765	2138
P04049	comp79641_c2_seq1	443	237	276	87	223	146
Q8IWX8	comp79645_c3_seq6	1839	939	1234	907	1749	1498
Q9Y6D9	comp79648_c0_seq3	536	366	353	191	333	248
Q8N0X4	comp79652_c0_seq3	107	32	65	26	80	58
Q6UB99	comp79653_c0_seq3	377	110	214	117	262	217
Q6ZWJ1	comp79656_c0_seq4	330	118	187	42	131	77
Q6UY01	comp79664_c0_seq1	520	269	332	53	276	150
O15439	comp79666_c0_seq2	305	146	182	109	208	146
Q14152	comp79667_c2_seq21	3919	1638	2191	946	1874	1519
Q8N5Z0	comp79668_c0_seq1	202	67	106	50	117	101
Q9ULH0	comp79669_c0_seq28	1416	598	908	256	525	376
Q96JJ7	comp79673_c0_seq7	58	32	52	14	39	20
O94913	comp79675_c0_seq2	1135	475	595	211	654	451
P61916	comp79686_c0_seq1	4472	2258	3206	3095	6222	5440
Q96H72	comp79686_c1_seq10	1853	1379	1471	1074	1991	1344
Q08378	comp79688_c0_seq2	679	301	437	204	451	331
Q13617	comp79688_c1_seq3	498	190	289	135	321	264
Q8IYX7	comp79690_c0_seq2	1413	496	705	371	832	799
Q96SZ5	comp79698_c0_seq1	385	154	210	69	227	143
Q9NXE8	comp79699_c0_seq12	1051	394	492	185	713	471
Q9UPN3	comp79703_c0_seq1	15209	5207	8515	3122	6640	5011
Q8WU76	comp79704_c0_seq12	148	56	79	30	74	51
Q01664	comp79706_c0_seq2	67	25	75	30	58	67
Q69YN4	comp79708_c0_seq1	1478	589	821	375	760	639
Q96AE7	comp79714_c0_seq1	1457	543	800	233	467	426
P46379	comp79716_c0_seq1	2745	1189	1446	620	1223	984
Q9UJG1	comp79721_c0_seq6	101	34	64	33	87	72
Q8N9N2	comp79730_c0_seq16	330	181	198	60	162	141
Q15154	comp79731_c0_seq2	2262	843	1268	478	1109	799
Q92878	comp79745_c0_seq3	484	142	192	88	197	190
Q8NFT8	comp79747_c0_seq5	551	324	564	106	245	197
Q9BRR6	comp79748_c0_seq4	402	143	213	112	274	266
P16333	comp79751_c0_seq13	270	110	182	67	122	103
O75131	comp79752_c0_seq16	518	259	326	172	398	313
O14815	comp79753_c0_seq6	148	65	119	30	125	76
Q8NE62	comp79762_c0_seq15	4460	2574	3098	1693	3459	3047
Q8IU85	comp79762_c1_seq2	853	310	583	255	727	635
Q96LX7	comp79764_c0_seq1	618	275	374	148	292	232
Q9Y5W8	comp79769_c0_seq14	750	332	459	156	458	286
Q6V0I7	comp79772_c0_seq2	1294	655	1025	403	890	618
Q9NVE5	comp79773_c0_seq6	203	83	131	23	100	51
A2RRH5	comp79774_c0_seq10	157	59	111	18	74	42
Q53GS7	comp79776_c0_seq2	247	92	151	82	167	160
Q8IXT1	comp79782_c0_seq40	206	69	101	37	127	103
Q07954	comp79783_c0_seq1	1565	714	900	290	649	403
P14316	comp79788_c0_seq1	346	198	239	98	286	228
Q8WY64	comp79791_c2_seq10	198	79	171	36	198	116
Q16342	comp79795_c1_seq8	328	191	247	116	311	226
Q9ULP9	comp79796_c0_seq5	143	67	86	36	80	85
Q92538	comp79797_c0_seq4	1474	677	794	316	610	344
Q14147	comp79798_c1_seq20	192	94	116	34	82	81
Q12756	comp79799_c0_seq5	1137	461	597	136	364	253
Q99747	comp79800_c0_seq2	461	172	235	101	280	254
Q96BZ9	comp79801_c0_seq2	373	134	208	114	220	189
Q8TD31	comp79801_c4_seq1	163	87	114	50	116	97
P53365	comp79805_c0_seq12	694	309	403	229	416	439
Q8ND76	comp79813_c0_seq12	596	298	384	180	360	321
Q5VV63	comp79814_c1_seq13	1986	1134	1448	682	1444	1070
Q9UJX3	comp79816_c1_seq38	558	284	337	147	370	262
Q6PF18	comp79816_c2_seq2	132	22	63	28	96	110
Q96NW4	comp79819_c0_seq6	706	356	478	144	256	188
P08621	comp79820_c1_seq1	452	214	251	61	160	123
Q8NHP1	comp79823_c0_seq4	676	283	352	221	448	376
Q86VS3	comp79824_c1_seq11	143	65	90	32	68	62
Q8N7U6	comp79826_c1_seq8	633	286	450	219	560	433
Q8N5L8	comp79827_c0_seq5	406	171	267	111	359	312
Q9HC10	comp79831_c0_seq3	819	318	515	297	797	569
Q8N9V6	comp79832_c0_seq15	154	73	66	55	137	116
Q6ZV73	comp79834_c0_seq10	808	429	528	211	492	381
P35232	comp79838_c1_seq1	1284	446	641	276	662	666
O75762	comp79840_c0_seq3	253	102	130	56	117	83
Q00341	comp79842_c0_seq31	14240	5143	7710	3425	6175	4597
Q9Y6N7	comp79846_c0_seq7	507	305	444	159	347	320
Q9UBS8	comp79848_c0_seq1	142	76	103	48	126	83
O43252	comp79850_c0_seq6	1956	703	899	1071	1772	1537
Q9NQS1	comp79851_c0_seq2	106	43	59	24	70	52
P30793	comp79852_c0_seq29	1171	457	614	293	826	607
Q96T88	comp79853_c0_seq9	502	165	241	47	178	136
P35606	comp79855_c0_seq30	3587	1091	1365	527	1152	975
Q9H7Z6	comp79855_c1_seq1	580	178	333	159	496	420
P62140	comp79869_c0_seq12	1899	1386	1585	788	1575	1196
Q96RS6	comp79870_c0_seq27	566	326	405	219	470	324
Q15582	comp79875_c0_seq44	1992	1120	1129	453	830	535
O60244	comp79878_c1_seq23	562	241	311	138	269	220
Q6P3S6	comp79880_c0_seq3	605	306	376	132	344	287
Q96NN9	comp79887_c2_seq34	784	315	420	255	659	495
Q9Y6Y0	comp79896_c0_seq15	1561	1087	1246	556	1110	936
P07814	comp79897_c0_seq5	1275	445	589	238	503	437
O75095	comp79903_c0_seq1	1382	647	895	372	857	603
P25787	comp79905_c0_seq10	797	413	464	274	579	436
Q9UKT7	comp79907_c0_seq3	141	57	90	38	103	80
O43861	comp79910_c0_seq3	666	294	382	137	325	245
Q9UID3	comp79910_c1_seq12	379	140	198	72	227	194
Q13530	comp79910_c2_seq1	1194	738	806	361	924	609
Q7Z591	comp79914_c0_seq2	468	151	243	82	284	181
O43854	comp79925_c0_seq2	2069	1804	1775	177	529	342
Q96PY6	comp79926_c0_seq3	875	370	484	178	368	255
Q8IYS2	comp79941_c1_seq3	554	223	285	116	261	193
Q5VU97	comp79950_c0_seq13	284	120	270	38	114	70
O60303	comp79955_c0_seq4	479	187	275	118	344	276
Q96QK8	comp79965_c0_seq3	609	312	412	241	553	452
P17405	comp79965_c6_seq27	4198	1943	2666	1300	2614	1910
Q6ISB3	comp79969_c0_seq13	1013	412	618	294	715	607
Q9Y3B1	comp79969_c1_seq1	344	165	239	226	521	489
P51788	comp79969_c3_seq3	1997	1288	1543	869	1993	1805
Q96EP0	comp79970_c0_seq5	1519	749	997	336	976	625
Q9UHV9	comp79971_c0_seq1	240	146	166	99	142	158
Q99798	comp79972_c0_seq4	4469	2130	2595	1069	2173	1652
Q9HCE1	comp79977_c0_seq3	244	106	158	67	179	136
O75330	comp79978_c2_seq1	506	191	283	234	437	418
Q92932	comp79979_c0_seq1	2228	1398	1937	814	1723	1358
Q9BVJ6	comp79980_c2_seq1	964	326	474	317	597	634
Q15629	comp79980_c3_seq1	942	388	642	246	576	520
P21128	comp79987_c0_seq1	584	194	258	178	376	330
O43435	comp79992_c1_seq3	728	205	353	148	374	338
Q86YH6	comp79992_c4_seq2	152	47	67	38	104	63
Q6XE24	comp79994_c0_seq1	368	223	329	143	336	204
Q9UHC3	comp79997_c0_seq9	130	63	87	33	120	64
Q6ZMY6	comp80001_c0_seq9	156	60	100	39	105	84
P45954	comp80004_c0_seq16	568	190	257	136	324	266
Q9BYD1	comp80005_c0_seq1	531	263	368	245	441	403
Q9NVD3	comp80013_c0_seq13	91	42	59	21	105	67
Q9HD15	comp80014_c0_seq10	584	269	351	152	377	249
Q9NPG2	comp80014_c1_seq1	145	69	104	139	236	193
Q9H611	comp80018_c2_seq22	410	199	161	54	96	53
P11182	comp80021_c0_seq16	295	76	113	33	72	55
P08397	comp80023_c0_seq1	570	232	314	191	439	390
Q96S38	comp80029_c0_seq3	269	118	147	59	142	136
Q4J6C6	comp80033_c0_seq6	121	31	64	30	41	29
P41567	comp80050_c0_seq30	5050	2405	3031	1383	2970	2568
Q7L9L4	comp80050_c1_seq2	539	274	371	167	368	307
Q8IY92	comp80054_c1_seq1	542	155	273	110	338	259
O00423	comp80066_c1_seq2	208	91	142	38	138	107
Q96LW2	comp80077_c0_seq6	294	130	199	41	104	89
Q96K80	comp80082_c0_seq1	1351	792	961	628	1201	971
P53602	comp80090_c0_seq27	263	99	107	52	152	126
Q149N8	comp80091_c0_seq12	296	140	155	65	157	111
O15050	comp80092_c1_seq12	584	270	350	199	528	362
Q7Z6L1	comp80103_c0_seq9	650	277	366	118	314	171
Q01831	comp80104_c0_seq2	734	213	331	176	472	478
Q9NRF2	comp80104_c2_seq8	736	341	482	182	490	366
Q8WUY3	comp80106_c1_seq3	244	62	136	59	195	176
O60931	comp80108_c0_seq7	438	230	277	104	280	203
Q17RP2	comp80109_c0_seq6	136	79	106	37	67	56
A0A0A6YYL3	comp80110_c0_seq2	89	30	69	29	44	41
Q14669	comp80112_c1_seq22	1034	599	767	307	599	409
Q96BK5	comp80120_c0_seq1	254	97	131	40	98	94
P48506	comp80141_c1_seq3	545	226	298	326	591	517
Q9ULF5	comp80149_c0_seq10	1285	530	842	292	992	679
Q8TBC4	comp80160_c0_seq13	232	107	92	49	128	107
Q8TEA1	comp80162_c0_seq1	154	51	79	51	96	71
P62913	comp80162_c6_seq1	2693	1247	1698	745	1628	1515
Q9Y238	comp80164_c0_seq2	642	241	340	119	260	239
P05166	comp80166_c2_seq1	1221	454	714	229	477	371
Q53EL6	comp80166_c6_seq4	9646	4928	6356	1712	3157	2185
O95271	comp80167_c1_seq17	1000	468	607	163	318	235
Q9UFH2	comp80170_c1_seq3	2534	1058	1858	966	1660	1860
Q8TD16	comp80172_c0_seq2	286	54	108	40	81	85
Q5VTH9	comp80183_c0_seq7	334	118	138	74	189	162
Q6NXE6	comp80183_c1_seq4	237	126	172	85	172	155
Q8IY18	comp80188_c2_seq1	268	128	172	108	222	195
P20742	comp80200_c1_seq8	30005	11710	19092	3261	7684	6211
Q96RW7	comp80203_c0_seq2	970	354	577	298	680	394
P13611	comp80207_c0_seq6	77	18	68	32	119	92
Q99102	comp80209_c0_seq2	1732	1071	1100	1567	3657	2698
Q9Y5P8	comp80211_c0_seq9	338	272	301	135	242	161
Q14699	comp80219_c0_seq1	1308	747	922	494	963	691
Q9HBF4	comp80221_c0_seq1	363	169	224	46	101	95
P51688	comp80242_c0_seq18	1545	689	1010	443	895	636
Q16798	comp80244_c1_seq14	1010	576	754	319	702	505
Q9UGQ2	comp80247_c0_seq7	404	266	337	162	264	180
P42892	comp80255_c0_seq1	2650	1552	1954	653	1499	1178
P16104	comp80255_c1_seq35	7436	4021	5087	2092	4646	3705
Q01484	comp80261_c2_seq25	6596	3479	4322	1893	3130	2190
Q9UK22	comp80264_c1_seq1	813	333	514	155	416	319
Q460N5	comp80267_c0_seq20	1167	950	1112	253	575	345
Q8TBB0	comp80291_c0_seq2	61	49	42	24	44	30
O75154	comp80303_c1_seq7	1482	745	942	417	1020	892
Q9BRF8	comp80320_c1_seq5	681	328	486	187	394	350
Q8IYI6	comp80320_c3_seq4	604	214	285	142	337	266
Q9NVR7	comp80326_c1_seq17	151	50	75	32	88	65
Q63HN8	comp80334_c0_seq1	1547	1126	1246	810	1594	888
Q5HYA8	comp80335_c0_seq34	131	66	89	42	86	81
P61020	comp80350_c3_seq1	1775	837	1242	435	875	675
P61225	comp80365_c1_seq1	292	150	171	95	219	208
Q9UHC6	comp80367_c0_seq4	5372	3554	4144	1861	3205	2228
P20645	comp80369_c0_seq1	4111	1816	2537	995	2509	2153
P46736	comp80369_c1_seq2	159	73	83	45	107	88
Q8N6T7	comp80370_c0_seq11	149	59	101	36	108	88
P09234	comp80378_c6_seq23	456	296	310	192	350	302
P48059	comp80381_c1_seq7	829	435	508	208	401	341
P14625	comp80386_c2_seq1	6090	1216	2266	1312	2974	3788
Q9Y4E8	comp80418_c0_seq13	745	334	493	221	497	398
Q7L622	comp80424_c0_seq7	58	28	29	14	33	23
O43159	comp80457_c1_seq5	5470	4060	3805	1512	3004	2151
O43422	comp80465_c0_seq5	490	346	368	131	249	193
Q9H2H8	comp80466_c1_seq3	115	36	56	49	81	74
Q8N8K9	comp80473_c0_seq1	103	112	108	62	99	84
Q8N2H4	comp80480_c1_seq1	101	46	56	15	58	41
P05556	comp80487_c0_seq16	2223	1277	1587	623	1306	975
Q6IC98	comp80502_c2_seq1	374	166	243	53	113	74
Q16222	comp80510_c4_seq3	2166	1274	1570	885	1590	1285
Q8ND04	comp80513_c0_seq18	751	397	483	177	405	235
Q9Y233	comp80521_c0_seq33	3177	2709	2895	1908	2457	2671
Q9P2E3	comp80528_c1_seq1	1040	660	728	208	667	358
Q8IUS5	comp80529_c0_seq2	1053	509	675	103	423	244
Q13231	comp80559_c0_seq1	622	642	1498	8332	9415	6427
Q00325	comp80561_c0_seq1	24585	14302	18278	14320	28042	22752
Q9Y281	comp80562_c0_seq1	8525	3980	4776	2745	5477	4978
Q06055	comp80567_c0_seq1	2974	1907	1857	1252	2119	1819
P30050	comp80569_c0_seq1	4198	2481	2928	1412	2956	2598
P05386	comp80570_c0_seq1	4009	2230	2683	1159	2664	2306
P62263	comp80572_c0_seq1	2508	1032	1201	807	1613	1455
P46781	comp80573_c0_seq1	4146	2163	2465	1479	3423	2678
P25398	comp80575_c0_seq1	4800	1923	2610	1540	3469	2985
P08865	comp80576_c0_seq1	6635	3616	4119	2168	4486	3599
P46782	comp80577_c0_seq1	4459	2387	2921	1286	2985	2366
P62244	comp80578_c0_seq1	2236	1363	1462	743	1556	1314
P62249	comp80580_c0_seq1	2957	1511	1780	1126	2191	1798
P62753	comp80582_c0_seq1	7370	3170	4023	1965	4498	4021
P62861	comp80583_c0_seq1	2162	1205	1266	891	1696	1464
P26373	comp80584_c0_seq1	4826	2223	2631	1406	3265	2989
P23396	comp80585_c0_seq1	7770	3573	4689	2313	5323	4710
P62979	comp80586_c0_seq1	2266	1274	1578	938	1561	1443
P62987	comp80589_c0_seq1	1506	835	1080	708	1055	991
Q02543	comp80590_c0_seq1	3259	1576	2025	1159	2327	1928
P62701	comp80592_c0_seq1	6775	2884	4023	2205	3954	3494
P62841	comp80593_c0_seq1	2534	1116	1405	1074	1836	1642
P67809	comp80596_c0_seq1	10189	4902	5991	3658	7424	6251
Q86XA0	comp80597_c0_seq1	757	321	413	380	459	393
Q9BUN5	comp80599_c0_seq1	2804	697	1092	501	1005	1036
P61927	comp80600_c0_seq1	2095	864	1031	616	1205	1158
O14880	comp80602_c0_seq1	1988	1204	1323	1654	2486	2063
P61247	comp80604_c0_seq1	5700	2929	3637	1689	3090	2842
P63244	comp80605_c0_seq1	5802	2679	3470	1804	4261	3636
P46783	comp80607_c0_seq1	2560	1201	1473	969	1685	1558
P49207	comp80608_c0_seq1	1696	649	919	502	936	882
Q02878	comp80609_c0_seq1	5696	2210	3364	1307	2941	2554
P13639	comp80610_c0_seq1	22351	9350	12689	8201	17493	14172
P42766	comp80611_c0_seq1	1798	944	1177	592	929	1007
P62241	comp80616_c0_seq1	2867	1304	1555	964	1823	1686
P62854	comp80617_c0_seq1	2093	969	1259	616	1342	1168
Q9UNL2	comp80618_c0_seq1	1583	818	917	674	1185	1087
P62081	comp80620_c0_seq1	4914	2107	2708	1271	2935	2899
P62847	comp80621_c0_seq1	1430	720	958	499	964	959
P61353	comp80622_c0_seq1	1686	681	895	610	1284	1120
P05090	comp80623_c0_seq1	2726	1242	1897	1132	2337	2569
P08582	comp80625_c0_seq1	13774	7694	8615	6253	11653	9042
P62277	comp80626_c0_seq1	2856	1006	1519	851	1753	1558
P10606	comp80628_c0_seq1	2068	1157	1342	775	1373	1245
P07711	comp80631_c0_seq1	7336	3493	4715	1975	5256	4304
Q9BQ16	comp80634_c0_seq1	5555	3217	4086	1739	2776	2151
Q07020	comp80635_c0_seq1	3003	1131	1544	822	1846	1598
P21333	comp80639_c0_seq1	36405	15800	18396	8235	15946	11887
P32969	comp80640_c0_seq1	2654	1205	1476	1104	2043	1722
Q9HAV0	comp80641_c0_seq1	8664	5065	6333	3351	6783	5122
P51571	comp80642_c0_seq1	2054	897	1202	589	1317	1273
P62851	comp80643_c0_seq1	1300	480	566	439	774	726
P62906	comp80648_c0_seq1	2303	1050	1311	802	1858	1579
P62888	comp80651_c0_seq1	937	415	576	351	658	618
P60468	comp80652_c0_seq1	1378	516	700	411	932	779
P46778	comp80653_c0_seq1	2157	599	879	505	1392	1219
P05091	comp80657_c0_seq1	8123	3947	4345	3453	6385	4908
O75964	comp80658_c0_seq1	802	419	493	464	872	731
A0A1B0GUS4	comp80660_c0_seq1	2694	1459	1755	886	2070	1812
Q9NRP0	comp80664_c0_seq1	808	466	571	399	721	606
Q8N9A8	comp80665_c0_seq1	635	342	394	291	449	373
Q9Y6H1	comp80666_c0_seq1	1529	774	922	388	786	683
P60866	comp80670_c0_seq1	1682	617	844	470	1023	939
P46779	comp80671_c0_seq1	1702	715	1021	536	1051	980
P06733	comp80672_c0_seq1	5059	2335	3218	1381	3146	2574
P20290	comp80673_c0_seq1	2291	863	1263	722	1454	1355
P52565	comp80675_c0_seq1	2402	1241	1456	641	1367	1132
Q5T1B0	comp80679_c0_seq1	675	398	473	367	547	481
P43307	comp80682_c0_seq1	2782	1567	1772	1035	1954	1773
P61019	comp80683_c0_seq1	2712	1079	1408	654	1817	1706
P12074	comp80684_c0_seq1	768	444	462	391	614	514
Q9P287	comp80686_c0_seq1	1921	652	978	594	1208	1128
P12111	comp80687_c0_seq1	21270	16678	17305	8025	9378	7043
O14548	comp80688_c0_seq1	1128	522	569	323	740	685
P62258	comp80689_c0_seq1	4868	1728	2559	1264	3031	2656
O95925	comp80693_c0_seq1	2485	1395	1839	392	713	887
Q96KJ9	comp80698_c0_seq1	830	389	476	286	589	485
Q15038	comp80700_c0_seq1	1281	574	699	429	908	764
Q99643	comp80702_c0_seq1	875	444	683	346	588	536
P51149	comp80703_c0_seq1	1709	741	964	655	1186	1158
O14561	comp80704_c0_seq1	691	363	416	326	605	466
P20674	comp80707_c0_seq1	1489	612	747	496	929	787
P04844	comp80708_c0_seq1	4194	2161	2813	1351	3145	2398
P13196	comp80710_c0_seq1	3960	1984	2283	2310	5377	4203
